Name	Index Year	Overall Score	Business Freedom	Trade Freedom	Fiscal Freedom	Government Spending	Monetary Freedom	Investment Freedom	Financial Freedom	Property Rights	Freedom From Corruption	Labor Freedom
Vanuatu	1998	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
"Venezuela "	1998	54,0	70,0	67,0	75,4	67,9	31,1	50,0	50,0	50,0	25,0	N/A
Vietnam	1998	40,4	40,0	51,0	43,4	83,0	66,2	30,0	30,0	10,0	10,0	N/A
Yemen	1998	46,1	55,0	52,6	81,2	80,3	46,0	30,0	30,0	30,0	10,0	N/A
Zambia	1998	62,7	55,0	69,0	72,2	74,2	53,9	70,0	70,0	50,0	50,0	N/A
Zimbabwe	1998	44,6	55,0	25,0	65,4	55,3	60,4	30,0	50,0	30,0	30,0	N/A
Afghanistan	1997	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Albania	1997	54,8	70,0	59,0	81,5	60,3	62,9	70,0	30,0	50,0	10,0	N/A
Algeria	1997	54,9	70,0	54,2	48,8	65,5	56,0	50,0	50,0	50,0	50,0	N/A
Angola	1997	24,2	40,0	25,0	52,6	0,0	0,0	30,0	30,0	30,0	10,0	N/A
Argentina	1997	73,3	85,0	60,0	80,2	90,0	82,0	70,0	70,0	70,0	52,0	N/A
Armenia	1997	46,7	55,0	83,0	80,7	41,7	0,0	30,0	50,0	50,0	30,0	N/A
Australia	1997	75,5	70,0	77,0	56,6	55,1	82,8	70,0	90,0	90,0	88,0	N/A
Austria	1997	65,2	70,0	63,6	46,1	1,2	84,8	70,0	90,0	90,0	71,0	N/A
Azerbaijan	1997	34,0	55,0	55,0	54,6	61,6	0,0	10,0	30,0	30,0	10,0	N/A
Bahrain	1997	76,1	100,0	77,0	99,5	73,4	85,2	50,0	70,0	60,0	70,0	N/A
"Bangladesh "	1997	49,9	40,0	38,0	70,6	94,2	66,1	50,0	50,0	30,0	10,0	N/A
Barbados	1997	64,5	70,0	49,0	60,7	73,0	87,5	70,0	70,0	50,0	50,0	N/A
Belarus	1997	39,8	70,0	77,2	38,0	32,9	0,0	30,0	50,0	50,0	10,0	N/A
Belgium	1997	64,6	70,0	77,8	33,7	14,8	86,4	70,0	70,0	90,0	69,0	N/A
Belize	1997	64,3	70,0	33,0	63,3	88,2	84,6	70,0	50,0	70,0	50,0	N/A
Benin	1997	61,3	70,0	58,8	71,9	88,2	62,3	50,0	50,0	50,0	50,0	N/A
Bhutan	1997	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Bolivia	1997	65,1	55,0	65,4	89,1	76,1	80,5	70,0	70,0	50,0	30,0	N/A
Bosnia and Herzegovina	1997	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Botswana	1997	59,1	70,0	25,0	75,9	46,6	74,2	50,0	70,0	70,0	50,0	N/A
Brazil	1997	52,6	70,0	57,0	88,3	80,8	0,0	50,0	50,0	50,0	27,0	N/A
Bulgaria	1997	47,6	55,0	71,0	48,9	37,3	36,5	50,0	50,0	50,0	30,0	N/A
Burkina Faso	1997	54,0	55,0	55,0	66,5	85,3	63,9	70,0	30,0	50,0	10,0	N/A
Burma	1997	45,4	40,0	50,0	81,8	85,2	51,7	30,0	30,0	30,0	10,0	N/A
Burundi	1997	45,4	55,0	70,2	43,6	81,5	58,6	30,0	30,0	30,0	10,0	N/A
Cambodia	1997	52,8	55,0	15,0	91,7	91,8	62,1	50,0	50,0	30,0	30,0	N/A
Cameroon	1997	44,6	55,0	25,0	51,0	88,8	61,7	50,0	30,0	30,0	10,0	N/A
Canada	1997	67,9	85,0	77,0	38,1	25,9	86,8	50,0	70,0	90,0	89,0	N/A
Cape Verde	1997	47,7	55,0	45,0	63,6	17,0	68,3	70,0	10,0	70,0	30,0	N/A
Central African Republic	1997	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Chad	1997	45,1	55,0	53,4	46,2	89,1	62,4	30,0	30,0	30,0	10,0	N/A
Chile	1997	75,9	85,0	73,0	73,5	86,6	75,6	70,0	50,0	90,0	79,0	N/A
China	1997	51,7	55,0	30,0	70,4	95,4	62,7	50,0	50,0	30,0	22,0	N/A
Colombia	1997	66,4	70,0	61,0	77,3	99,3	65,4	70,0	70,0	50,0	34,0	N/A
Comoros	1997	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
"Costa Rica "	1997	65,6	70,0	63,0	82,7	87,9	67,0	70,0	50,0	50,0	50,0	N/A
"Côte d'Ivoire "	1997	50,5	55,0	34,0	51,9	88,9	64,6	50,0	50,0	30,0	30,0	N/A
Croatia	1997	46,7	55,0	60,8	74,4	50,5	0,0	50,0	50,0	30,0	50,0	N/A
Cuba	1997	27,8	40,0	60,0	47,6	0,0	62,9	10,0	10,0	10,0	10,0	N/A
Cyprus	1997	67,9	85,0	68,4	71,3	67,9	78,5	70,0	70,0	50,0	50,0	N/A
Czech Republic	1997	68,8	100,0	76,0	53,7	35,4	74,4	70,0	90,0	70,0	50,0	N/A
Democratic Republic of Congo	1997	39,5	55,0	49,0	54,7	97,2	0,0	30,0	30,0	30,0	10,0	N/A
Denmark	1997	67,5	85,0	77,8	30,6	0,0	91,0	70,0	70,0	90,0	93,0	N/A
Djibouti	1997	54,5	55,0	51,0	84,1	44,5	75,5	50,0	50,0	50,0	30,0	N/A
Dominica	1997	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Dominican Republic	1997	53,5	55,0	17,0	85,7	89,6	74,2	50,0	50,0	30,0	30,0	N/A
Ecuador	1997	61,0	55,0	67,0	78,2	91,0	57,7	70,0	50,0	50,0	30,0	N/A
Egypt	1997	54,5	55,0	41,0	55,9	72,3	66,7	50,0	50,0	50,0	50,0	N/A
"El Salvador "	1997	70,5	70,0	75,0	83,6	92,0	74,1	70,0	70,0	50,0	50,0	N/A
Equatorial Guinea	1997	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Eritrea	1997	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Estonia	1997	69,1	85,0	74,0	71,4	55,5	55,5	90,0	70,0	70,0	50,0	N/A
Ethiopia	1997	48,1	55,0	58,0	48,7	79,9	71,2	30,0	30,0	30,0	30,0	N/A
Fiji	1997	58,0	55,0	57,6	71,0	77,5	80,8	50,0	50,0	50,0	30,0	N/A
Finland	1997	65,2	70,0	77,8	54,9	0,0	83,3	70,0	50,0	90,0	91,0	N/A
France	1997	59,1	85,0	77,8	38,1	9,6	81,5	50,0	50,0	70,0	70,0	N/A
Gabon	1997	58,8	70,0	23,6	49,9	80,5	65,3	70,0	70,0	50,0	50,0	N/A
Georgia	1997	46,5	55,0	69,0	92,0	82,3	0,0	50,0	30,0	30,0	10,0	N/A
Germany	1997	67,5	70,0	75,0	37,8	28,0	85,6	70,0	70,0	90,0	81,0	N/A
Ghana	1997	56,7	55,0	60,0	72,9	70,8	51,2	50,0	50,0	50,0	50,0	N/A
Greece	1997	59,6	70,0	77,8	54,0	54,4	70,1	70,0	30,0	70,0	40,0	N/A
"Guatemala "	1997	65,7	55,0	67,0	81,5	97,5	70,7	50,0	70,0	50,0	50,0	N/A
Guinea	1997	52,9	55,0	19,0	71,4	90,8	80,3	50,0	70,0	30,0	10,0	N/A
Guinea-Bissau	1997	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Guyana	1997	53,2	55,0	49,8	59,8	61,8	72,9	50,0	50,0	50,0	30,0	N/A
Haiti	1997	45,8	40,0	65,0	78,7	98,7	50,0	30,0	30,0	10,0	10,0	N/A
"Honduras "	1997	56,0	55,0	63,0	65,4	82,9	57,8	50,0	50,0	50,0	30,0	N/A
Hong Kong	1997	88,6	100,0	90,0	91,8	93,0	81,1	90,0	90,0	90,0	71,0	N/A
"Hungary "	1997	55,3	70,0	59,0	54,4	0,0	63,0	70,0	70,0	70,0	41,0	N/A
Iceland	1997	70,5	70,0	80,8	61,6	40,6	81,3	70,0	50,0	90,0	90,0	N/A
India	1997	49,7	55,0	13,2	67,1	88,7	65,1	50,0	30,0	50,0	28,0	N/A
Indonesia	1997	62,0	55,0	73,0	79,9	90,3	70,8	70,0	50,0	50,0	19,0	N/A
Iran	1997	34,5	55,0	45,0	41,5	85,1	43,7	10,0	10,0	10,0	10,0	N/A
Iraq	1997	17,2	55,0	40,0	10,0	10,2	0,0	10,0	10,0	10,0	10,0	N/A
Ireland	1997	72,6	85,0	77,8	49,9	41,1	85,2	70,0	70,0	90,0	84,0	N/A
Israel	1997	62,7	85,0	81,0	51,7	32,0	74,3	90,0	50,0	70,0	30,0	N/A
Italy	1997	58,1	70,0	77,8	43,2	10,6	81,1	70,0	70,0	70,0	30,0	N/A
"Jamaica "	1997	67,7	70,0	67,0	76,3	76,6	59,1	70,0	70,0	70,0	50,0	N/A
Japan	1997	70,3	85,0	81,0	54,2	63,0	92,0	50,0	50,0	90,0	67,0	N/A
Jordan	1997	63,6	70,0	53,0	64,6	65,1	79,5	70,0	70,0	70,0	30,0	N/A
Kazakhstan	1997	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Kenya	1997	60,1	55,0	58,0	69,1	71,0	67,8	50,0	70,0	50,0	50,0	N/A
Kiribati	1997	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Kuwait	1997	64,8	85,0	77,0	99,9	0,8	80,1	30,0	50,0	90,0	70,0	N/A
"Kyrgyz Republic "	1997	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Laos	1997	35,1	40,0	66,0	32,3	82,4	55,4	10,0	10,0	10,0	10,0	N/A
Latvia	1997	62,4	85,0	65,0	78,0	56,2	57,4	70,0	70,0	50,0	30,0	N/A
Lebanon	1997	63,9	70,0	75,0	98,0	78,5	73,9	50,0	70,0	50,0	10,0	N/A
Lesotho	1997	47,2	55,0	50,2	58,8	35,4	65,3	50,0	30,0	50,0	30,0	N/A
Liberia	1997	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Libya	1997	28,9	40,0	24,0	33,3	61,1	61,2	10,0	10,0	10,0	10,0	N/A
Liechtenstein	1997	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Lithuania	1997	57,3	70,0	79,0	75,6	58,0	33,0	70,0	50,0	50,0	30,0	N/A
Luxembourg	1997	72,8	85,0	79,0	45,2	40,6	85,8	70,0	70,0	90,0	90,0	N/A
Macau	1997	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Macedonia	1997	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Madagascar	1997	53,8	70,0	58,0	74,9	88,2	53,5	30,0	30,0	50,0	30,0	N/A
Malawi	1997	53,4	55,0	49,8	71,2	85,9	38,6	50,0	50,0	50,0	30,0	N/A
"Malaysia "	1997	66,8	85,0	55,0	76,6	83,6	78,1	50,0	50,0	70,0	53,0	N/A
Maldives	1997	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Mali	1997	56,4	70,0	65,0	49,0	77,8	65,8	70,0	50,0	50,0	10,0	N/A
Malta	1997	57,9	70,0	62,6	68,4	47,8	72,3	70,0	50,0	50,0	30,0	N/A
Mauritania	1997	47,0	55,0	44,4	50,4	83,9	69,3	50,0	10,0	30,0	30,0	N/A
Mauritius	1997	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Mexico	1997	57,1	55,0	63,0	73,2	82,7	57,8	70,0	30,0	50,0	32,0	N/A
Micronesia	1997	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Moldova	1997	48,9	70,0	75,0	59,0	45,6	10,4	50,0	50,0	50,0	30,0	N/A
Mongolia	1997	52,9	70,0	68,6	62,0	41,4	34,5	50,0	50,0	50,0	50,0	N/A
Montenegro	1997	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Morocco	1997	64,7	70,0	59,0	62,1	76,3	74,8	70,0	50,0	70,0	50,0	N/A
"Mozambique "	1997	44,0	40,0	73,6	68,2	71,4	42,9	30,0	30,0	30,0	10,0	N/A
Namibia	1997	61,6	55,0	36,2	67,7	60,5	74,9	70,0	70,0	70,0	50,0	N/A
Nepal	1997	53,6	55,0	63,0	82,9	93,5	67,7	30,0	30,0	50,0	10,0	N/A
New Zealand	1997	79,0	85,0	78,6	64,7	53,9	83,7	70,0	90,0	90,0	96,0	N/A
"Nicaragua "	1997	53,3	55,0	56,0	78,3	61,1	69,3	70,0	50,0	30,0	10,0	N/A
Niger	1997	46,6	55,0	48,4	46,1	89,6	59,9	30,0	30,0	50,0	10,0	N/A
Nigeria	1997	52,8	55,0	48,4	81,3	47,3	43,0	70,0	30,0	50,0	50,0	N/A
North Korea	1997	8,9	40,0	0,0	0,0	0,0	0,0	10,0	10,0	10,0	10,0	N/A
Norway	1997	65,1	70,0	69,0	58,0	12,2	80,6	70,0	50,0	90,0	86,0	N/A
Oman	1997	64,5	85,0	73,0	75,0	46,3	81,7	50,0	30,0	70,0	70,0	N/A
"Pakistan "	1997	56,0	55,0	30,0	67,5	71,2	68,0	70,0	50,0	70,0	23,0	N/A
"Panama "	1997	72,4	70,0	65,0	80,8	87,1	88,8	70,0	90,0	50,0	50,0	N/A
Papua New Guinea	1997	56,7	70,0	36,6	81,5	74,2	67,9	50,0	30,0	50,0	50,0	N/A
"Paraguay "	1997	67,3	70,0	69,0	89,9	92,2	65,0	90,0	70,0	50,0	10,0	N/A
Peru	1997	63,8	55,0	58,6	80,5	92,0	68,5	70,0	70,0	50,0	30,0	N/A
Poland	1997	56,8	70,0	49,6	49,5	26,8	55,2	70,0	50,0	70,0	70,0	N/A
Portugal	1997	63,6	70,0	77,8	61,0	36,5	81,4	70,0	50,0	70,0	56,0	N/A
Qatar	1997	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
"Republic of Congo "	1997	42,2	55,0	52,4	54,1	59,8	58,8	30,0	30,0	30,0	10,0	N/A
Romania	1997	50,8	55,0	73,0	44,3	65,5	39,1	70,0	50,0	30,0	30,0	N/A
Russia	1997	48,6	55,0	46,0	77,7	58,5	0,0	50,0	70,0	50,0	30,0	N/A
Rwanda	1997	38,3	40,0	34,0	67,9	92,2	50,8	30,0	10,0	10,0	10,0	N/A
Saint Lucia	1997	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Saint Vincent and the Grenadines	1997	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Samoa	1997	51,5	70,0	0,0	64,5	25,0	83,6	50,0	50,0	50,0	70,0	N/A
"São Tomé and Príncipe "	1997	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Saudi Arabia	1997	68,7	85,0	59,0	99,4	56,7	78,1	30,0	50,0	90,0	70,0	N/A
Senegal	1997	58,1	55,0	37,8	61,0	86,8	62,1	50,0	50,0	70,0	50,0	N/A
"Serbia "	1997	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Seychelles	1997	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Sierra Leone	1997	45,0	70,0	16,2	51,3	88,9	58,2	50,0	30,0	30,0	10,0	N/A
Singapore	1997	87,3	100,0	83,0	80,6	94,0	85,8	90,0	70,0	90,0	93,0	N/A
Slovakia	1997	55,5	70,0	73,0	66,4	22,0	68,1	50,0	50,0	50,0	50,0	N/A
Slovenia	1997	55,6	70,0	59,0	51,4	36,2	64,0	50,0	70,0	50,0	50,0	N/A
Solomon Islands	1997	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
South Africa	1997	63,2	85,0	55,0	61,3	65,3	76,2	70,0	50,0	50,0	56,0	N/A
South Korea	1997	69,8	70,0	69,2	68,1	86,9	80,9	50,0	70,0	90,0	43,0	N/A
Spain	1997	59,6	70,0	77,8	45,8	32,9	76,3	70,0	50,0	70,0	44,0	N/A
Sri Lanka	1997	65,5	85,0	61,0	72,5	69,1	81,8	50,0	70,0	50,0	50,0	N/A
Sudan	1997	39,9	55,0	37,0	32,8	86,5	27,4	30,0	30,0	30,0	30,0	N/A
Suriname	1997	35,9	55,0	25,0	41,7	61,1	0,0	50,0	30,0	50,0	10,0	N/A
Swaziland	1997	59,4	70,0	46,6	63,1	67,5	67,5	70,0	50,0	70,0	30,0	N/A
Sweden	1997	63,3	70,0	77,0	39,5	0,0	84,8	70,0	70,0	70,0	89,0	N/A
Switzerland	1997	78,6	70,0	80,6	77,7	54,4	86,7	70,0	90,0	90,0	88,0	N/A
Syria	1997	43,0	85,0	43,0	38,6	75,3	64,9	30,0	10,0	30,0	10,0	N/A
Taiwan	1997	70,0	85,0	75,2	74,4	71,4	82,8	50,0	50,0	90,0	51,0	N/A
Tajikistan	1997	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Tanzania	1997	59,3	55,0	67,8	77,5	92,7	60,8	50,0	50,0	50,0	30,0	N/A
"Thailand "	1997	66,1	70,0	66,4	74,2	91,3	75,3	50,0	50,0	90,0	28,0	N/A
The Bahamas	1997	74,5	100,0	19,0	97,3	87,8	86,1	50,0	70,0	90,0	70,0	N/A
The Gambia	1997	52,9	55,0	58,0	72,5	80,8	69,9	30,0	30,0	70,0	10,0	N/A
The Netherlands	1997	70,4	85,0	77,8	34,1	14,1	85,4	70,0	90,0	90,0	87,0	N/A
The Philippines	1997	62,2	70,0	53,2	73,1	87,9	78,1	50,0	50,0	70,0	28,0	N/A
Timor-Leste	1997	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Togo	1997	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Tonga	1997	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Trinidad and Tobago	1997	71,3	70,0	45,0	68,2	79,6	78,8	90,0	70,0	90,0	50,0	N/A
Tunisia	1997	63,8	85,0	35,0	68,8	65,7	80,0	70,0	70,0	50,0	50,0	N/A
Turkey	1997	60,8	70,0	77,8	57,3	61,8	29,8	70,0	70,0	70,0	41,0	N/A
Turkmenistan	1997	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Uganda	1997	66,6	70,0	57,2	81,0	89,6	81,4	70,0	50,0	70,0	30,0	N/A
Ukraine	1997	43,5	55,0	66,0	61,1	49,1	0,0	50,0	30,0	50,0	30,0	N/A
United Arab Emirates	1997	71,9	85,0	77,0	99,9	49,1	76,1	30,0	50,0	90,0	90,0	N/A
United Kingdom	1997	76,4	85,0	77,8	61,7	39,3	84,0	70,0	90,0	90,0	90,0	N/A
United States	1997	75,6	85,0	78,4	64,5	60,0	84,5	70,0	70,0	90,0	78,0	N/A
"Uruguay "	1997	67,5	70,0	69,0	88,3	67,1	53,1	70,0	70,0	70,0	50,0	N/A
Uzbekistan	1997	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Vanuatu	1997	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
"Venezuela "	1997	52,8	70,0	65,0	75,0	47,1	41,7	50,0	50,0	50,0	27,0	N/A
Vietnam	1997	38,6	40,0	44,6	42,8	78,9	61,0	30,0	30,0	10,0	10,0	N/A
Yemen	1997	48,4	55,0	45,0	81,4	74,8	39,1	70,0	30,0	30,0	10,0	N/A
Zambia	1997	62,1	55,0	74,0	71,6	69,5	48,9	70,0	70,0	50,0	50,0	N/A
Zimbabwe	1997	48,0	55,0	25,0	64,7	67,1	59,7	30,0	50,0	50,0	30,0	N/A
Afghanistan	1996	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Albania	1996	53,8	70,0	59,0	81,7	51,0	42,6	70,0	50,0	50,0	10,0	N/A
Algeria	1996	54,5	70,0	54,2	48,8	60,7	57,0	50,0	50,0	50,0	50,0	N/A
Angola	1996	24,4	40,0	25,0	54,6	0,0	0,0	30,0	30,0	30,0	10,0	N/A
Argentina	1996	74,7	85,0	60,0	80,2	89,4	77,5	70,0	70,0	70,0	70,0	N/A
Armenia	1996	42,2	55,0	69,0	75,8	0,0	0,0	30,0	50,0	50,0	50,0	N/A
Australia	1996	74,0	70,0	77,0	59,3	53,4	86,5	70,0	90,0	90,0	70,0	N/A
Austria	1996	68,9	70,0	81,0	45,9	0,0	83,6	70,0	90,0	90,0	90,0	N/A
Azerbaijan	1996	30,0	40,0	55,0	46,3	48,8	0,0	10,0	30,0	30,0	10,0	N/A
Bahrain	1996	76,4	100,0	77,0	99,4	72,5	89,1	50,0	70,0	60,0	70,0	N/A
"Bangladesh "	1996	51,1	40,0	38,0	79,2	92,0	70,7	50,0	50,0	30,0	10,0	N/A
Barbados	1996	62,3	70,0	49,0	60,8	71,5	89,0	70,0	70,0	50,0	30,0	N/A
Belarus	1996	38,7	70,0	60,0	38,0	0,0	0,0	50,0	70,0	50,0	10,0	N/A
Belgium	1996	66,0	70,0	77,8	33,9	7,3	85,0	70,0	70,0	90,0	90,0	N/A
Belize	1996	61,6	70,0	27,0	63,3	68,7	85,4	70,0	50,0	70,0	50,0	N/A
Benin	1996	54,5	70,0	0,0	72,1	90,5	57,9	50,0	50,0	50,0	50,0	N/A
Bhutan	1996	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Bolivia	1996	65,2	55,0	65,4	89,2	75,3	81,6	70,0	70,0	50,0	30,0	N/A
Bosnia and Herzegovina	1996	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Botswana	1996	61,6	70,0	46,2	63,5	46,6	68,1	50,0	70,0	70,0	70,0	N/A
Brazil	1996	48,1	55,0	57,0	66,7	74,4	0,0	50,0	50,0	50,0	30,0	N/A
Bulgaria	1996	48,6	55,0	71,0	50,6	30,6	30,0	70,0	50,0	50,0	30,0	N/A
Burkina Faso	1996	49,4	40,0	55,0	66,7	84,3	59,1	70,0	30,0	30,0	10,0	N/A
Burma	1996	45,1	40,0	50,0	81,8	81,3	53,3	30,0	30,0	30,0	10,0	N/A
Burundi	1996	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Cambodia	1996	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Cameroon	1996	45,7	55,0	25,0	51,3	88,0	72,4	50,0	30,0	30,0	10,0	N/A
Canada	1996	70,3	85,0	75,2	64,6	18,3	89,7	50,0	70,0	90,0	90,0	N/A
Cape Verde	1996	49,7	55,0	45,0	64,3	30,9	72,3	70,0	10,0	70,0	30,0	N/A
Central African Republic	1996	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Chad	1996	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Chile	1996	72,6	85,0	65,0	89,8	85,9	68,0	70,0	50,0	90,0	50,0	N/A
China	1996	51,3	55,0	20,0	70,7	94,6	61,5	50,0	50,0	30,0	30,0	N/A
Colombia	1996	64,3	70,0	65,0	80,4	99,2	64,1	70,0	70,0	50,0	10,0	N/A
Comoros	1996	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
"Costa Rica "	1996	66,4	70,0	63,0	82,5	90,5	71,9	70,0	50,0	50,0	50,0	N/A
"Côte d'Ivoire "	1996	49,9	55,0	12,6	52,2	86,4	62,9	50,0	50,0	50,0	30,0	N/A
Croatia	1996	48,0	55,0	69,0	77,4	50,5	0,0	50,0	50,0	50,0	30,0	N/A
Cuba	1996	27,8	40,0	60,0	47,6	0,0	62,9	10,0	10,0	10,0	10,0	N/A
Cyprus	1996	67,7	85,0	68,4	71,9	67,9	76,0	70,0	70,0	50,0	50,0	N/A
Czech Republic	1996	68,1	100,0	75,0	47,5	38,2	72,5	70,0	90,0	70,0	50,0	N/A
Democratic Republic of Congo	1996	39,5	55,0	49,0	54,7	97,2	0,0	30,0	30,0	30,0	10,0	N/A
Denmark	1996	67,3	85,0	77,8	31,5	0,0	91,4	70,0	70,0	90,0	90,0	N/A
Djibouti	1996	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Dominica	1996	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Dominican Republic	1996	58,1	55,0	55,0	85,4	89,3	78,0	50,0	50,0	30,0	30,0	N/A
Ecuador	1996	60,1	55,0	61,0	79,0	92,5	53,0	70,0	50,0	50,0	30,0	N/A
Egypt	1996	52,0	55,0	25,0	56,2	61,8	70,3	50,0	50,0	50,0	50,0	N/A
"El Salvador "	1996	70,1	70,0	73,0	83,7	92,0	72,5	70,0	70,0	50,0	50,0	N/A
Equatorial Guinea	1996	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Eritrea	1996	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Estonia	1996	65,4	85,0	74,0	73,2	59,2	17,3	90,0	70,0	70,0	50,0	N/A
Ethiopia	1996	45,9	55,0	27,0	48,8	88,5	73,4	30,0	30,0	30,0	30,0	N/A
Fiji	1996	57,4	55,0	59,0	67,4	74,4	80,5	50,0	50,0	50,0	30,0	N/A
Finland	1996	63,7	55,0	77,8	58,4	0,0	82,3	70,0	50,0	90,0	90,0	N/A
France	1996	63,7	85,0	77,8	60,6	8,3	81,4	50,0	50,0	70,0	90,0	N/A
Gabon	1996	55,7	70,0	23,6	52,5	75,5	59,5	70,0	50,0	50,0	50,0	N/A
Georgia	1996	44,1	55,0	69,0	92,0	61,3	0,0	50,0	30,0	30,0	10,0	N/A
Germany	1996	69,1	70,0	77,8	44,0	27,1	83,5	70,0	70,0	90,0	90,0	N/A
Ghana	1996	57,7	55,0	31,2	73,8	74,8	64,3	50,0	50,0	50,0	70,0	N/A
Greece	1996	60,5	70,0	77,8	58,0	50,5	67,9	70,0	30,0	70,0	50,0	N/A
"Guatemala "	1996	63,7	55,0	69,0	84,1	96,6	69,0	50,0	50,0	50,0	50,0	N/A
Guinea	1996	58,5	55,0	51,0	71,4	89,1	80,2	50,0	70,0	50,0	10,0	N/A
Guinea-Bissau	1996	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Guyana	1996	50,1	55,0	51,0	55,9	37,3	71,5	50,0	50,0	50,0	30,0	N/A
Haiti	1996	41,0	40,0	65,0	78,6	97,7	47,5	10,0	10,0	10,0	10,0	N/A
"Honduras "	1996	56,6	55,0	63,0	65,5	82,7	63,3	50,0	50,0	50,0	30,0	N/A
Hong Kong	1996	90,5	100,0	90,0	91,4	92,0	81,1	90,0	90,0	90,0	90,0	N/A
"Hungary "	1996	56,8	70,0	59,0	55,8	0,0	66,6	70,0	70,0	70,0	50,0	N/A
Iceland	1996	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
India	1996	47,4	55,0	14,0	63,5	88,7	65,6	50,0	30,0	50,0	10,0	N/A
Indonesia	1996	61,0	55,0	73,0	80,0	90,0	71,3	70,0	50,0	50,0	10,0	N/A
Iran	1996	36,1	55,0	45,0	41,5	92,1	51,3	10,0	10,0	10,0	10,0	N/A
